他感冒了。	tā gǎn mào le。	He caught a cold.
请你把这颗纽扣缝到我的衬衫上好吗？	qǐng nǐ bǎ zhè kē niǔ kòu fèng dào wǒ de chèn shān shàng hào ma？	Would you sew this button onto my shirt?
你的名字已登记在选民名册上了吗？	nǐ de míng zi yǐ dēng jì zài xuǎn mín míng cè shàng le ma？	Have you got your name on the electoral register?
她（一点都）不喜欢人家说她丰满.	tā（ yī diǎn dōu） bù xǐ huan rén jiā shuō tā fēng mǎn.	She didn't take (at all) kindly to being called plump.
他们是这样宣称的，但他们有证据吗？	tā men shì zhè yàng xuān chēng de， dàn tā men yǒu zhèng jù ma？	So they alleged, but have they any proof?
他引用莎士比亚的话是恰如其分的。	tā yǐn yòng suō shì Bǐ yà de huà shì qià rú qí fèn de。	His quotation from Shakespeare is appropriate.
骑自行车横越美国? 听起来有些冒险.	qí zì xíng chē hèng yuè Měi guó?  tìng qǐ lai yǒu xiē mào xiǎn.	Cycle across America? Sounds a bit dodgy to me.
轰炸之後, 只剩下几所房子没倒塌.	hōng zhà zhī後,  zhǐ shèng xià jǐ suǒ fáng zi mò dǎo tā.	After the bombing only a few houses were left standing.
海关查出了隐藏在货物中的海洛因.	hǎi guān chá chū le yǐn cáng zài huò wù zhòng dì hǎi luò yīn.	The Customs have found heroin hidden in freight.
我要发火了，你为何瞒我这么多事？	wǒ yào fā huǒ le， nǐ wèi hé mán wǒ zhè me duō shì？	I shall lose my temper. Why do you hide so much from me?
我们队在上季度的联赛中排名最後.	wǒ men duì zài shàng jì dù de lián sài zhòng pái míng zuì後.	Our team came/was bottom of the league last season.
酒石形成于酒的发酵桶的内侧。	jiǔ shí xíng chéng yú jiǔ de fā jiào tǒng de nèi zhāi。	Tartar forms on the inside of a cask in which wine is fermented.
彬彬有礼和谈吐得体是文雅的标志。	bīn bīn yǒu lǐ hé tán tù de tǐ shì wén yǎ de biāo zhì。	Good manners and correct speech are marks of refinement.
蜡烛发出轻轻的毕剥声後就熄灭了.	là zhú fā chū qīng qīng de bì bō shēng後 jiù xī miè le.	The candle gave a few faint splutters and then went out.
他的谦逊[愉快的样子]都是装出来的。	tā de qiān xùn[ yú kuài de yàng zi] dōu shì zhuāng chū lai de。	His modesty [air of joviality] was all put on.
亟须找出解决方法, 这是鞭策他的动力.	qì xū zhǎo chū jiě jué fāng fǎ,  zhè shì biān cè tā de dòng lì.	The need to find a solution urged him on.
助学金削减後, 学生人数大大减少.	zhù xué jīn xuē jiǎn後,  xué sheng rén shù dà dà jiǎn shǎo.	Student numbers have been decimated by cuts in grants.
她把全部存款取出後离开了那个国家.	tā bǎ quán bù cún kuǎn qǔ chū後 lí kāi le nèi gè guó jiā.	She withdrew all her savings and left the country.
【谚】知识使人谦虚，无知使人骄傲。	【 yàn】 zhī shi shǐ rén qiān xū， wú zhī shǐ rén jiāo ào。	Knowledge makes humble; ignorance make proud.
我们对她离家後去往何处毫无线索.	wǒ men duì tā lí jiā後 qù wàng hé chù háo wú xiàn suǒ.	We have no clue as to where she went after she left home.
那老汉拄著拐杖一瘸一拐地走著.	nà lǎo hàn zhǔ著 guǎi zhàng yī qué yī guǎi de zǒu著.	The old man hobbled along (the road) with the aid of his stick.
他们为早日结束苦难而祈祷.	tā men wèi zǎo rì jié shù kǔ nàn ér qí dǎo.	They prayed (to God) for an end to their sufferings/for their sufferings to end.
她叔叔背井离乡十年後返回英国.	tā shū shu bèi jǐng lí xiāng shí nián後 fǎn huí Yīng guó.	After an exile of ten years her uncle returned to Britain.
你现在能帮我兑现这张邮政汇票吗？	nǐ xiàn zài néng bāng wǒ duì xiàn zhè zhāng yóu zhèng huì piào ma？	Can you cash this postal order for me now?
由於技术上出现临时故障而发射延期.	yóu yū jì shù shàng chū xiàn lín shí gù zhàng ér fā shè yán qí.	The launch was delayed by a technical hitch.
身体经不住那麽大剂量的放射线。	shēn tǐ jīng bú zhù nà mó dà jì liáng de fàng shè xiàn。	The body cannot tolerate such large amounts of radiation.
｀部长, 你是要辞职吗?＇｀无可奉告.＇	｀ bù zhǎng,  nǐ shì yào cí zhí ma?＇｀ wú kě fèng gào.＇	`Will you resign, Minister?' `No comment!'
丰富的想象力；新思想的丰富源泉	fēng fù de xiǎng xiàng lì； xīn sī xiǎng de fēng fù yuán quán	A fertile imagination; a fertile source of new ideas.
我们已经灌溉了荒芜地区使它肥沃。	wǒ men yǐ jīng guàn gài le huāng wú dì qū shǐ tā féi wò。	We have irrigated the desert area to make it fertile.
大选後有几位新议员脱颖而出.	dà xuǎn後 yǒu jǐ wèi xīn yì yuán tuō yǐng ér chū.	After the election several new Members of Parliament came to the fore.
这条消息是关於最近的首脑级会议的.	zhè tiáo xiāo xi shì guān yū zuì jìn de shǒu nǎo jí huì yì de.	The news is all about the latest summit meeting.
我只差一本书就可配齐狄更斯全集了。	wǒ zhǐ cī yī běn shū jiù kě pèi qí dí gèng sī quán jí le。	I need one volume to complete my set of Dickens.
移居到发展中地区的人不久就迁徙到内地了.	yí jū dào fā zhǎn zhòng dì qū de rén bù jiǔ jiù qiān xǐ dào nèi dì le.	Settlers soon spread inland.
她待他那种屈尊纡贵的样子, 他十分愤恨.	tā dài tā nà zhòng qū zūn yū guì de yàng zi,  tā shí fēn fèn hèn.	He resented the way she patronized him.
那次行进速度很快, 到中午已抵达伦敦.	nà cì xíng jìn sù dù hěn kuài,  dào zhōng wǔ yǐ dǐ dá lún dūn.	It was good going to reach London by midday.
彬彬有礼和谈吐得体是文雅的标志。	bīn bīn yǒu lǐ hé tán tù de tǐ shì wén yǎ de biāo zhì。	Good manners and correct speech are marks of refinement.
她提　一个棕色的纸包，里面是书。	tā tí　 yī gè zōng sè de zhǐ bāo， lǐ miàn shì shū。	She was carrying a parcel of books done up in brown paper.
他毫无羞耻之心，而且从不觉得内疚。	tā háo wú xiū chǐ zhī xīn， ér qiě cóng bù jué de nèi jiù。	He had no sense of shame and never felt guilty.
没有迹象表明萧条已经到了极点.	méi yǒu jī xiàng biǎo míng xiāo tiáo yǐ jīng dào le jí diǎn.	There is no sign that the recession has bottomed out yet.
那个流浪乞丐乔装得同侦探一样。	nèi gè liú làng qǐ gài qiáo zhuāng de tóng zhēn tàn yí yàng。	The tramp was none other than a detective in disguise.
内脏内部脏器，尤指大小肠；内脏	nèi zàng nèi bù zàng qì， yóu zhǐ dà xiǎo cháng； nèi zàng	The internal organs, especially the intestines; viscera.
一年有几个季节？ 一年有四季。	yī nián yǒu jǐ ge jì jié？  yī nián yǒu sì jì。	How many seasons are there in a year? There are four seasons in a year.
抗议者藐视官方的示威禁令.	kàng yì zhě miǎo shì guān fāng de shì wēi jìn lìng.	The protesters showed their defiance of the official ban on demonstrations.
你读过另一部关于罗马帝国的史诗吗？	nǐ dú guò lìng yī bù guān yú Luó mǎ dì guó de shǐ shī ma？	Have you read another epic about the Roman Empire?
他喝著廉价的香槟酒, 样子十分放荡.	tā hè著 lián jià de xiāng bīn jiǔ,  yàng zi shí fēn fàng dàng.	He was drinking cheap champagne with a raffish air.
他心头一直萦绕著可能失业的恐惧感.	tā xīn tóu yī zhí yíng rào著 kě néng shī yè de kǒng jù gǎn.	The spectre of unemployment was always on his mind.
这个书架承受得住这些书的重量吗?	zhè gè shū jià chéng shòu de zhù zhè xie shū de zhòng liàng ma?	Will this shelf sustain the weight of all these books?
银行的职员从格栅後面看著顾客.	yín háng de zhí yuán zòng gé zhà後 miàn kàn著 gù kè.	The bank clerk peered at the customer through/from behind the grille.
尼任斯基对演技精益求精一丝不苟.	ní rèn sī jī duì yǎn jì jīng yì qiú jīng yī sī bù gǒu.	Nijinsky was unsparing in his demands for perfection.
他们靠他微薄的薪金勉强　口.	tā men kào tā wéi bó de xīn jīn miǎn qiǎng　 kǒu.	They eke out a bare existence (ie They scarcely manage) on his low salary.
士兵在列队行进之後，很快便解散了。	shì bīng zài liè duì xíng jìn zhī後， hěn kuài pián jiě sàn le。	The men fell out quickly after their march.
这一新定单意味著（我们）得加班加点.	zhè yī xīn dìng shàn yì wèi著（ wǒ men） de jiā bān jiā diǎn.	This new order will mean (us) working overtime.
他说："我的竞选已始出现声势。"	tā shuō：" wǒ de jìng xuǎn yǐ shǐ chū xiàn shēng shì。"	"There is momentum beginning to occur is my campaign, "he said.
他吃完面包後，去外套上的面包屑。	tā chī wán miàn bāo後， qù wài tào shàng de miàn bāo xiè。	After eating the loaf he whisked the crumbs off his coat.
在去夏威夷的旅途中, 我们都很开心。	zài qù xià wēi yí de lu:3 tú zhòng,  wǒ men dōu hěn kāi xīn。	On the trip to Hawaii, we were all in high spirits.
我刚煮好咖啡--你能抽空儿喝点儿吗?	wǒ gāng zhǔ hào kā fēi-- nǐ néng chōu kòng er hè diǎn er ma?	I've just made some coffee have you time for a quickie?
果断，决断性格或行动的坚定；坚决	guǒ duàn， jué duàn xìng gé huò xíng dòng de jiān dìng； jiān jué	Firmness of character or action; determination.
他们须疏浚运河河道轮船方可通航.	tā men xū shū jùn yùn hé hé dào lún chuán fāng kě tōng háng.	They have to dredge the canal so that ships can use it.
煤、石油和矿产品都是工业原料。	méi、 shí yóu huò kuàng chǎn pǐn dōu shì gōng yè yuán liào。	Coal, oil and mineral are the raw material of industry.
种子，籽如苹果或桔子水果的小种子	zhǒng zi， zǐ rú píng guǒ huò jú zi shuǐ guǒ de xiǎo zhǒng zi	The small seed of a fruit, as that of an apple or orange.
有两个囚犯设计欺骗了警卫而逃走了.	yǒu liǎng gè qiú fàn shè jì qī piàn le jǐng wèi ér táo zǒu le.	Two prisoners outwitted their guards and got away.
不要担心马达，会还给你们的[找到的]。	bù yào dān xīn mǎ dá， kuài huán jǐ nǐ men de[ zhǎo dào de]。	Don't worry about the motor.You'll get it back.
听我说－－他背着他的亲友们溜走了。	tìng wǒ shuō－－ tā bèi zhuó tā de qīn yǒu men liù zǒu le。	Mind what I say-he has given his relatives the slip.
他的一条腿跛了，走路借助于拐杖。	tā de yī tiáo tuǐ bǒ le， zǒu lù jiè zhù yú guǎi zhàng。	He is lame in one leg and walks with the help of a crutch.
热气经白色的沙面反射形成了蜃景.	rè qì jīng bái sè de shā miàn fǎn shè xíng chéng le shèn jǐng.	The heat reflected from the white sand formed a mirage.
奶酪蛋糕非常可口。要不要来一块？	nǎi lào dàn gāo fēi cháng kě kǒu。 yào bu yào lái yī kuài？	The cheesecake is very tasty. Can I bring you a piece?
她看起来彷佛刚从外太空回来似的。	tā kàn qǐ lai páng fú gāng zòng wài tài kōng huí lai sì de。	It looks as if she had just come back from outer space.
恣意挥霍的毫不在意地浪费的；极其奢侈的	zì yì huī huò de háo bú zài yì de làng fèi de； jí qí shē chǐ de	Recklessly wasteful; wildly extravagant.
她写了一本书抨击我们这腐败的社会.	tā xiě le yī běn shū pēng jī wǒ men zhè fǔ bài de shè huì.	She wrote a book declaiming against our corrupt society.
现售货物；现在正在衰老下去的独裁者	xiàn shòu huò wù； xiàn zài zhèng zài shuāi lǎo xià qu de dú cái zhě	Goods now on sale; the now aging dictator.
兔子在澳洲是较为近期引进的动物.	tù zi zài ào zhōu shì jiào wèi jìn qī yǐn jìn de dòng wù.	The rabbit is a relatively recent introduction in Australia.
敌舰的影像已显现在雷达（屏幕）上.	dí jiàn de yǐng xiàng yǐ xiǎn xiàn zài léi dá（ píng mù） shàng.	Enemy ships were detected on the radar (screen).
很多黄金饰物回炉後铸成了金币.	hěn duō huáng jīn shì wù huí lú後 zhù chéng le jīn bì.	Many of the gold ornaments were melted down to be made into coins.
这种用法现亦逐渐多见於现在时态。	zhè zhǒng yòng fǎ xiàn yì zhú jiàn duō xiàn yū xiàn zài shí tài。	It is also increasingly found in the present tense.
衣、 食、 住所是生活的基本必需品.	yì、  sì、  zhù suǒ shì shēng huó de jī běn bì xū pǐn.	Food, clothing and shelter are all basic necessities of life.
审讯暂停一星期[下星期继续进行].	shěn xùn zàn tíng yī xīng qī[ xià xīng qī jì xù jìn xíng].	The trial was adjourned for a week/until the following week.
对照物对比平行的成分、项目或主题	duì zhào wù duì bǐ píng xíng de chéng fèn、 xiàng mù huò zhǔ tí	A contrasting but parallel element, item, or theme.
＂幸好，这种飞机好象相当安全。＂	＂ xìng hǎo， zhè zhǒng fēi jī hǎo xiàng xiāng dāng ān quán。＂	"Fortunately, the planes appear to be quite safe."
约翰在离去前特意向女主人道谢。	Yuē hàn zài lí qù qián tè yì xiàng nu:3 zhǔ rén dào xiè。	John made a point of thanking his hostess before his leaving.
约翰在离去前特意向女主人道谢。	Yuē hàn zài lí qù qián tè yì xiàng nu:3 zhǔ rén dào xiè。	John made a point of thanking his hostess before his leaving.
去年秋天埃米莉姑妈做了12瓶番茄酱。	qù nián qiū tiān āi mǐ lì gū mā zuò lē2 píng fān qié jiàng。	Aunt Emily put up a dozen cans of tomato last fall.
虚幻的想法易变的或幻想的想法；空想	xū huàn de xiǎng fǎ yì biàn de huò huàn xiǎng de xiǎng fǎ； kōng xiǎng	A capricious or fantastic idea; a conceit.
约翰已经著手集邮, 好像真入迷了.	Yuē hàn yǐ jīng著 shǒu jí yóu,  hǎo xiàng zhēn rù mí le.	John's taken up stamp-collecting; he seems really bitten by it.
他得意地领著他那标致的伴侣遛公园.	tā dé yì de lǐng著 tā nà Biāo zhì de bàn lu:3 liù gōng yuán.	He proudly promenaded his elegant companion in the park.
